"UniprotAC","GeneName","DrugID","DrugName","InChI","Indication","Source"
"P17900","GM2A","DB03017","Lauric acid","InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",NA,"DrugBank"
"P17900","GM2A","DB02261","Platelet Activating Factor","InChI=1S/C26H54NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h26H,6-24H2,1-5H3/t26-/m1/s1",NA,"DrugBank"
"P49915","GMPS","DB00142","Glutamic acid","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","Considered to be nature's ""Brain food"" by improving mental capacities; helps speed the healing of ulcers; gives a ""lift"" from fatigue; helps control alcoholism, schizophrenia and the craving for sugar.","DrugBank"
"Q14749","GNMT","DB01752","S-adenosyl-L-homocysteine","InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",NA,"DrugBank"
"Q14749","GNMT","DB00145","Glycine","InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)","Supplemental glycine may have antispastic activity. Very early findings suggest it may also have antipsychotic activity as well as antioxidant and anti-inflammatory activities.","DrugBank"
"Q14749","GNMT","DB00118","Ademetionine","InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/t7-,8+,10+,11+,14+,27?/m0/s1","S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being.","DrugBank"
"P00505","GOT2","DB00114","Pyridoxal phosphate","InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)","For nutritional supplementation and for treating dietary shortage or imbalance.","DrugBank"
"P00505","GOT2","DB00128","Aspartic acid","InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1","There is no support for the claim that aspartates are exercise performance enhancers, i.e. ergogenic aids.","DrugBank"
"P00505","GOT2","DB00142","Glutamic acid","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","Considered to be nature's ""Brain food"" by improving mental capacities; helps speed the healing of ulcers; gives a ""lift"" from fatigue; helps control alcoholism, schizophrenia and the craving for sugar.","DrugBank"
"P00505","GOT2","DB00151","Cysteine","InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1","For the prevention of liver damage and kidney damage associated with overdoses of acetaminophen","DrugBank"
"P00505","GOT2","DB02783","4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate","InChI=1S/C10H15N2O8P/c1-6-10(15)8(3-12-19-5-9(13)14)7(2-11-6)4-20-21(16,17)18/h2,12,15H,3-5H2,1H3,(H,13,14)(H2,16,17,18)",NA,"DrugBank"
"P21695","GPD1","DB00157","NADH","InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1","Some evidence suggests that NADH might be useful in treating Parkinson's disease, chronic fatigue syndrome, Alzheimer's disease and cardiovascular disease.","DrugBank"
"P21695","GPD1","DB00331","Metformin","InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)","**Metformin immediate-release formulations**
 
Metformin is indicated as an adjunct to diet and exercise to improve glycemic control in adults and pediatric patients ¡Ý10 years old with type 2 diabetes mellitus.[L40243]
**Metformin extended-release tablet (XR)**
The extended-release formulation of metformin is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. Safety in children has not been determined to this date.[L12207]
**Metformin combination products**
Metformin is a component of a variety of combination products with other anti-diabetic agents. It is indicated, along with diet and exercise, to improve glycemic control in adult patients with type 2 diabetes mellitus in combination with DPP-4 inhibitors ([sitagliptin], [linagliptin], [alogliptin], or [saxagliptin]),[L11479,L40248,L40253,L40258,L40263] in combination with SGLT2 inhibitors ([canagliflozin], [empagliflozin], [ertugliflozin], or [dapagliflozin]),[L11479,L30503,L1134,L13679,L38729] or in combination with [pioglitazone].[L11419]","DrugBank"
"Q9NQX3","GPHN","DB03766","Propanoic acid","InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","Propanoic acid and various direct sodium or calcium salt formulations of the acid are currently most commonly approved and indicated by organizations like the FDA and EMA for use as an antibacterial food additive preservative in animal feed and food for human consumption [L2715, L2716].
Similarly, although the use of propanoic acid or any of its direct sodium or calcium salt formulations as excipient ingredients in pharmaceuticals is not necessarily a major role for the compound today, sodium propionate was used in some vaginal cream preparations indicated for cervicitis, cervical tears, and/or postcauterization, postcryosurgery, and postconization of the cervix [T193]. In such products, the sodium propionate was primarily used to elicit a preservative, bacteriostatic [L2710, F50] effect while other active ingredients combined in the formulation like urea, benzalkonium chloride, inositol, and methionine and cystine amino acids facilitated debridement, enhanced medication spread, epithelialization promotion, and wound healing, respectively [L2710, A32973].
Nevertheless, a great variety of propionic acid derivatives exist as separate pharmaceuticals, each with their own unique therapeutic categories, pharmacodynamics, and pharmacokinetics.","DrugBank"
"Q9NQX3","GPHN","DB01942","Formic acid","InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",NA,"DrugBank"
"Q9NQX3","GPHN","DB03366","Imidazole","InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",NA,"DrugBank"
"P24298","GPT","DB00160","Alanine","InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1","Used for protein synthesis.","DrugBank"
"P24298","GPT","DB00142","Glutamic acid","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","Considered to be nature's ""Brain food"" by improving mental capacities; helps speed the healing of ulcers; gives a ""lift"" from fatigue; helps control alcoholism, schizophrenia and the craving for sugar.","DrugBank"
"P24298","GPT","DB00780","Phenelzine","InChI=1S/C8H12N2/c9-10-7-6-8-4-2-1-3-5-8/h1-5,10H,6-7,9H2","Phenelzine is indicated for the treatment of nonendogenous, neurotic or atypical depression for patients that do not tolerate other forms of therapy.[L1356] 
Atypical depression has a high prevalence rate, starts in early life, tends to last longer, is more likely to occur in people with bipolar disorder, has a high comorbidity with anxiety disorder and carries more risk of suicidal behavior. It is important to specify the atypical feature to predict the clinical course of depression and hence generate the best treatment and service. The featuring symptoms of the atypical feature include mood reactivity, two or more of this symptoms: 1) increased appetite, 2) increased sleep, 3) leaden paralysis and 4) interpersonal rejection sensitivity and should not have melancholic or catatonic features of depression.[A31917]
Neurotic depression is a depression of an emotionally unstable person. It is a secondary condition to major personality disorder, neuroses and drug use disorders. Likewise, a primary depression with a family history of depression spectrum disease would fit in this category.[A31922]
A nonendogenous depression is characterized by a disturbance in mood and general outlook. The physical symptoms tend to be less severe and it often occurs in response to stressful life events that keep occurring over a large period of time generating a continuous stress in the daily living.[A31924]","DrugBank"
"P24298","GPT","DB00114","Pyridoxal phosphate","InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)","For nutritional supplementation and for treating dietary shortage or imbalance.","DrugBank"
"P49840","GSK3A","DB12010","Fostamatinib","InChI=1S/C23H26FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H2,32,33,34)(H2,25,26,27,28,29)","Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].","DrugBank"
"P49841","GSK3B","DB14508","Lithium succinate","InChI=1S/C4H6O4.2Li/c5-3(6)1-2-4(7)8;;/h1-2H2,(H,5,6)(H,7,8);;/q;2*+1/p-2",NA,"DrugBank"
"P49841","GSK3B","DB01793","SB-409513","InChI=1S/C17H10Cl2N2O4/c18-9-3-1-2-8(6-9)13-14(16(23)21-15(13)22)20-10-4-5-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",NA,"DrugBank"
"P49841","GSK3B","DB12129","Tideglusib","InChI=1S/C19H14N2O2S/c22-18-20(13-14-7-2-1-3-8-14)19(23)24-21(18)17-12-6-10-15-9-4-5-11-16(15)17/h1-12H,13H2","Tideglusib was initially formulated for the treatment of Alzheimer and progressive supranuclear palsy.[A31601] The raising interest for the use of tideglusib comes from the significant upregulation of GSK-3 in the brain in patients with Alzheimer disease. Its function as a degradant of ¦Â-catenin, was also important, as it prevents the transcription of cell survival genes. All these factors have directed current research towards this kinase as a potential target.[A31603] Alzheimer disease is the most prevalent form of dementia. The most accepted hypothesis to explain this disease is related to the presence of amyloid ¦Â, which triggers a cascade that will alter the Tau protein and provoke synaptic dysfunction and neuronal death.[A31605] 
GSK-3 importance in the tissue repair pathway has also pointed out a novel application for tideglusib. Thus, it is also under the research for the natural repair treatment of deep caries lesions.[A31602] ","DrugBank"
"P49841","GSK3B","DB07058","5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione","InChI=1S/C16H12N4O2S/c1-21-12-5-3-11(4-6-12)20-9-17-13-7-2-10(8-14(13)20)15-18-19-16(23)22-15/h2-9H,1H3,(H,19,23)",NA,"DrugBank"
"P49841","GSK3B","DB01772","3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione","InChI=1S/C22H20FN3O4/c1-26-10-17(16-8-13(23)5-6-18(16)26)20-19(21(29)25-22(20)30)12-3-2-4-14(7-12)24-9-15(28)11-27/h2-8,10,15,24,27-28H,9,11H2,1H3,(H,25,29,30)/t15-/m0/s1",NA,"DrugBank"
"P49841","GSK3B","DB07585","5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine","InChI=1S/C12H11ClN6/c13-7-3-14-11-10(7)12(18-6-17-11)19-2-1-8-9(4-19)16-5-15-8/h3,5-6H,1-2,4H2,(H,15,16)(H,14,17,18)",NA,"DrugBank"
"P49841","GSK3B","DB04395","Phosphoaminophosphonic Acid-Adenylate Ester","InChI=1S/C10H17N6O12P3/c11-8-5-9(13-2-12-8)16(3-14-5)10-7(18)6(17)4(27-10)1-26-31(24,25)28-30(22,23)15-29(19,20)21/h2-4,6-7,10,17-18H,1H2,(H,24,25)(H2,11,12,13)(H4,15,19,20,21,22,23)/t4-,6-,7+,10+/m0/s1",NA,"DrugBank"
"P49841","GSK3B","DB04014","Alsterpaullone","InChI=1S/C16H11N3O3/c20-15-8-12-11-7-9(19(21)22)5-6-14(11)18-16(12)10-3-1-2-4-13(10)17-15/h1-7,18H,8H2,(H,17,20)",NA,"DrugBank"
"P49841","GSK3B","DB01356","Lithium cation","InChI=1S/Li/q+1","Lithium, in its salt forms, is used as a mood stabilizer and for the treatment of depression and mania. It is most frequently prescribed in the treatment of bipolar disorder.","DrugBank"
"P49841","GSK3B","DB12010","Fostamatinib","InChI=1S/C23H26FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H2,32,33,34)(H2,25,26,27,28,29)","Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].","DrugBank"
"P49841","GSK3B","DB02052","Indirubin-3'-monoxime","InChI=1S/C16H11N3O2/c20-16-13(9-5-1-3-7-11(9)18-16)15-14(19-21)10-6-2-4-8-12(10)17-15/h1-8,17,21H,(H,18,20)/b15-13-,19-14+",NA,"DrugBank"
"P49841","GSK3B","DB07676","3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one","InChI=1S/C20H19N3O4/c24-11-12(25)9-10-27-23-18-14-6-2-4-8-16(14)21-19(18)17-13-5-1-3-7-15(13)22-20(17)26/h1-8,12,21,23-25H,9-11H2/t12-/m0/s1",NA,"DrugBank"
"P49841","GSK3B","DB07584","N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine","InChI=1S/C15H13N7/c1-9-19-15(22-21-9)10-4-2-3-5-12(10)20-14-11-6-7-16-13(11)17-8-18-14/h2-8H,1H3,(H,19,21,22)(H2,16,17,18,20)",NA,"DrugBank"
"P49841","GSK3B","DB07812","N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide","InChI=1S/C20H18N4OS/c21-12-16(13-4-2-1-3-5-13)24-20(25)18-7-6-17(26-18)14-8-10-22-19-15(14)9-11-23-19/h1-11,16H,12,21H2,(H,22,23)(H,24,25)/t16-/m1/s1",NA,"DrugBank"
"P49841","GSK3B","DB07149","(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one","InChI=1S/C13H14FN5O/c14-3-1-7-6-17-12(20)8-5-10(18-11(7)8)9-2-4-16-13(15)19-9/h2,4-5,7,18H,1,3,6H2,(H,17,20)(H2,15,16,19)/t7-/m0/s1",NA,"DrugBank"
"P49841","GSK3B","DB01950","AR-AO-14418","InChI=1S/C12H12N4O4S/c1-20-9-4-2-8(3-5-9)6-13-11(17)15-12-14-7-10(21-12)16(18)19/h2-5,7H,6H2,1H3,(H2,13,14,15,17)",NA,"DrugBank"
"P49841","GSK3B","DB07014","2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole","InChI=1S/C17H13FN2O4S/c1-21-13-4-2-10(6-12(13)18)8-25-17-20-19-16(24-17)11-3-5-14-15(7-11)23-9-22-14/h2-7H,8-9H2,1H3",NA,"DrugBank"
"P49841","GSK3B","DB14507","Lithium citrate","InChI=1S/C6H8O7.3Li/c7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;3*+1/p-3","Lithium is used as a mood stabilizer, and is used for treatment of depression and mania. It is often used in bipolar disorder treatment.","DrugBank"
"P49841","GSK3B","DB14509","Lithium carbonate","InChI=1S/CH2O3.2Li/c2-1(3)4;;/h(H2,2,3,4);;/q;2*+1/p-2","Lithium carbonate is indicated as a monotherapy for the treatment of acute manic and mixed episodes associated with bipolar 1 disorder in patients ¡Ý7 years of age.[L1275] It is also indicated as a maintenance treatment for bipolar 1 disorder in patients ¡Ý7 years of age.[L1275] ","DrugBank"
"P49841","GSK3B","DB08073","(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE","InChI=1S/C24H23N5O/c1-15-22-10-16(6-7-24(22)29-28-15)17-9-20(13-26-11-17)30-14-19(25)8-18-12-27-23-5-3-2-4-21(18)23/h2-7,9-13,19,27H,8,14,25H2,1H3,(H,28,29)/t19-/m0/s1",NA,"DrugBank"
"P49841","GSK3B","DB02010","Staurosporine","InChI=1S/C28H26N4O3/c1-28-26(34-3)17(29-2)12-20(35-28)31-18-10-6-4-8-14(18)22-23-16(13-30-27(23)33)21-15-9-5-7-11-19(15)32(28)25(21)24(22)31/h4-11,17,20,26,29H,12-13H2,1-3H3,(H,30,33)/t17-,20-,26-,28+/m1/s1",NA,"DrugBank"
"P49841","GSK3B","DB07947","ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE","InChI=1S/C20H22ClN3O3S/c21-18-6-4-16(5-7-18)15-27-13-12-22-10-11-24-28(25,26)20-3-1-2-17-14-23-9-8-19(17)20/h1-9,14,22,24H,10-13,15H2",NA,"DrugBank"
"P49841","GSK3B","DB07859","4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE","InChI=1S/C20H20ClN3/c21-19-7-5-18(6-8-19)20(9-11-22-12-10-20)17-3-1-15(2-4-17)16-13-23-24-14-16/h1-8,13-14,22H,9-12H2,(H,23,24)",NA,"DrugBank"
"P49841","GSK3B","DB03444","6-bromoindirubin-3'-oxime","InChI=1S/C16H10BrN3O2/c17-8-5-6-9-12(7-8)19-16(21)13(9)15-14(20-22)10-3-1-2-4-11(10)18-15/h1-7,18,22H,(H,19,21)/b15-13-,20-14+",NA,"DrugBank"
"P06396","GSN","DB02621","Latrunculin A","InChI=1S/C22H31NO5S/c1-15-7-5-3-4-6-8-16(2)11-20(24)27-18-12-17(10-9-15)28-22(26,13-18)19-14-29-21(25)23-19/h3-5,7,11,15,17-19,26H,6,8-10,12-14H2,1-2H3,(H,23,25)/b4-3+,7-5-,16-11-/t15-,17-,18-,19+,22-/m1/s1",NA,"DrugBank"
"P06396","GSN","DB09130","Copper","InChI=1S/Cu","For use in the supplementation of total parenteral nutrition and in contraception with intrauterine devices [FDA Label] [L801].","DrugBank"
"P06396","GSN","DB01593","Zinc","InChI=1S/Zn","Zinc can be used for the treatment and prevention of zinc deficiency/its consequences, including stunted growth and acute diarrhea in children, and slowed wound healing. It is also utilized for boosting the immune system, treating the common cold and recurrent ear infections, as well as preventing lower respiratory tract infections [L2172].  
","DrugBank"
"P06396","GSN","DB14487","Zinc acetate","InChI=1S/2C2H4O2.Zn/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2","Zinc can be used for the treatment and prevention of zinc deficiency/its consequences, including stunted growth and acute diarrhea in children, and slowed wound healing. It is also utilized for boosting the immune system, treating the common cold and recurrent ear infections, as well as preventing lower respiratory tract infections [L2172].  
","DrugBank"
"P08263","GSTA1","DB13014","Hypericin","InChI=1S/C30H16O8/c1-7-3-9(31)19-23-15(7)16-8(2)4-10(32)20-24(16)28-26-18(12(34)6-14(36)22(26)30(20)38)17-11(33)5-13(35)21(29(19)37)25(17)27(23)28/h3-6,31-36H,1-2H3",NA,"DrugBank"
"P08263","GSTA1","DB00143","Glutathione","InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1","For nutritional supplementation, also for treating dietary shortage or imbalance","DrugBank"
"P08263","GSTA1","DB03619","Deoxycholic acid","InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1","For improvement in appearance of moderate to severe fullness associated with submental fat in adults. ","DrugBank"
"P08263","GSTA1","DB03003","Glutathione sulfonic acid","InChI=1S/C10H17N3O9S/c11-5(10(18)19)1-2-7(14)13-6(4-23(20,21)22)9(17)12-3-8(15)16/h5-6H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)(H,20,21,22)/t5-,6-/m0/s1",NA,"DrugBank"
"P08263","GSTA1","DB02486","2-Hydroxyethyl Disulfide","InChI=1S/C4H10O2S2/c5-1-3-7-8-4-2-6/h5-6H,1-4H2",NA,"DrugBank"
"P08263","GSTA1","DB02943","N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine","InChI=1S/C17H25N3O5S/c1-25-13-6-4-12(5-7-13)10-26-11-14(17(24)19-9-16(22)23)20-15(21)3-2-8-18/h4-7,14H,2-3,8-11,18H2,1H3,(H,19,24)(H,20,21)(H,22,23)/t14-/m0/s1",NA,"DrugBank"
"P08263","GSTA1","DB03602","S-benzylglutathione","InChI=1S/C17H23N3O6S/c18-12(17(25)26)6-7-14(21)20-13(16(24)19-8-15(22)23)10-27-9-11-4-2-1-3-5-11/h1-5,12-13H,6-10,18H2,(H,19,24)(H,20,21)(H,22,23)(H,25,26)/t12-,13-/m0/s1",NA,"DrugBank"
"P08263","GSTA1","DB03310","Glutathione disulfide","InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1",NA,"DrugBank"
"P08263","GSTA1","DB04132","S-Hexylglutathione","InChI=1S/C16H29N3O6S/c1-2-3-4-5-8-26-10-12(15(23)18-9-14(21)22)19-13(20)7-6-11(17)16(24)25/h11-12H,2-10,17H2,1H3,(H,18,23)(H,19,20)(H,21,22)(H,24,25)/t11-,12-/m0/s1",NA,"DrugBank"
"P08263","GSTA1","DB01915","S-Hydroxycysteine","InChI=1S/C3H7NO3S/c4-2(1-8-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",NA,"DrugBank"
"P09210","GSTA2","DB00608","Chloroquine","InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)","Chloroquine is indicated to treat infections of _P. vivax_, _P. malariae_, _P. ovale_, and susceptible strains of _P. falciparum_.[L12051] It is also used to treat extraintestinal amebiasis.[L12051]
Chloroquine is also used off label for the treatment of rheumatic diseases,[A191655] as well as treatment and prophylaxis of Zika virus.[A191649,A191652] Chloroquine is currently undergoing clinical trials for the treatment of COVID-19.[A191631]","DrugBank"
